DATE,Block,Plot,Rotation,Quadrat,Wavelength,Reflectance,ID,2016-07-27_Incidence,2016-07-27_Severity,2016-08-05_Incidence,2016-08-05_Severity,2016-08-15_Incidence,2016-08-15_Severity,2016-08-22_Incidence,2016-08-22_Severity,2016-08-29_Incidence,2016-08-29_Severity,2016-09-06_Incidence,2016-09-06_Severity
26/07/2016,2,21,S4,2106,660,2.565,SDS_2016,0,0,0,0,0,0,0,0,1.25,30,5.625,40
26/07/2016,2,21,S4,2107,660,2.355,SDS_2016,0,0,0,0,0,0,1.25,20,5,30,5,35
26/07/2016,2,21,S4,2108,660,2.105,SDS_2016,0,0,0,0,0,0,0,0,0,0,3.125,30
26/07/2016,2,21,S4,2109,660,2.25,SDS_2016,0,0,0,0,0,0,0,0,2.5,30,25,45
26/07/2016,2,21,S4,2110,660,2.24,SDS_2016,0,0,0,0,0,0,0,0,3.125,50,35,55
26/07/2016,2,21,S4,2111,660,1.97,SDS_2016,0,0,0,0,1.25,5,3.125,10,6.25,30,75,45
26/07/2016,2,21,S4,2112,660,1.955,SDS_2016,0,0,0,0,0,0,1.25,15,12.5,30,72,60
26/07/2016,2,21,S4,2113,660,1.945,SDS_2016,0,0,0,0,1.25,5,3.75,15,6.25,30,70,65
26/07/2016,2,21,S4,2114,660,2.11,SDS_2016,0,0,0,0,3.125,5,5,15,2.5,15,30,60
26/07/2016,2,21,S4,2115,660,1.985,SDS_2016,0,0,0,0,1.875,5,3.125,10,9.375,15,57,60
26/07/2016,2,21,S4,2116,660,2.04,SDS_2016,0,0,0,0,0.625,5,6.25,10,9.375,30,80,70
26/07/2016,2,21,S4,2117,660,2.005,SDS_2016,0,0,0,0,6.25,5,6.25,10,31.25,25,70,60
26/07/2016,2,21,S4,2118,660,2.005,SDS_2016,0,0,0,0,0,0,30,25,43.75,30,88,75
26/07/2016,2,21,S4,2119,660,1.85,SDS_2016,0,0,0,0,0,0,0,0,0,0,12,30
26/07/2016,2,21,S4,2120,660,1.99,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,2,26,S3,2601,660,2.24,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,2,26,S3,2602,660,2.3,SDS_2016,0,0,0,0,0,0,0,0,0,0,3.125,5
26/07/2016,2,26,S3,2603,660,2.305,SDS_2016,0,0,0,0,0,0,0,0,0,0,30,35
26/07/2016,2,26,S3,2604,660,2.24,SDS_2016,0,0,0,0,0,0,1.25,5,3.125,5,3.75,20
26/07/2016,2,26,S3,2605,660,2.165,SDS_2016,0,0,0,0,0,0,0,0,1.25,20,30,30
26/07/2016,2,26,S3,2606,660,2.34,SDS_2016,0,0,0,0,0,0,0,0,1.25,10,25,30
26/07/2016,2,26,S3,2607,660,2.185,SDS_2016,0,0,0,0,0,0,0,0,0,0,3.75,20
26/07/2016,2,26,S3,2608,660,2.43,SDS_2016,0,0,0,0,0,0,0,0,0.625,30,2.5,35
26/07/2016,2,26,S3,2609,660,2.14,SDS_2016,0,0,0,0,0,0,5,15,10,30,27,50
26/07/2016,2,26,S3,2610,660,2.14,SDS_2016,0,0,0,0,0,0,20,20,25,40,35,50
26/07/2016,2,26,S3,2611,660,2.375,SDS_2016,0,0,0,0,0,0,0,0,0,0,1.25,10
26/07/2016,2,26,S3,2612,660,2.095,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,2,26,S3,2613,660,2.26,SDS_2016,0,0,0,0,3.75,5,3.75,30,7.5,35,30,40
26/07/2016,2,26,S3,2614,660,2.41,SDS_2016,0,0,0,0,0,0,35,25,70,60,90,85
26/07/2016,2,26,S3,2615,660,2.375,SDS_2016,0,0,0,0,0,0,0,0,0,0,2.5,25
26/07/2016,2,26,S3,2616,660,2.315,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,2,26,S3,2617,660,2.28,SDS_2016,0,0,0,0,0,0,0,0,0,0,1.25,5
26/07/2016,2,26,S3,2618,660,2.31,SDS_2016,0,0,0,0,0,0,0,0,0,0,1.25,5
26/07/2016,2,26,S3,2619,660,2.425,SDS_2016,0,0,0,0,0,0,1.875,10,5,20,22,50
26/07/2016,2,26,S3,2620,660,2.135,SDS_2016,0,0,0,0,0,0,1.25,15,9.375,25,25,50
26/07/2016,2,27,S2,2701,660,1.98,SDS_2016,0,0,0,0,0,0,0,0,18.75,20,80,70
26/07/2016,2,27,S2,2702,660,1.8,SDS_2016,0,0,0,0,0,0,1.25,5,15.625,10,70,50
26/07/2016,2,27,S2,2703,660,2.035,SDS_2016,0,0,0,0,0,0,0,0,0,0,20,30
26/07/2016,2,27,S2,2704,660,2.155,SDS_2016,0,0,0,0,0,0,0,0,2.5,5,60,50
26/07/2016,2,27,S2,2705,660,2.145,SDS_2016,0,0,0,0,0,0,1.875,10,30,30,75,70
26/07/2016,2,27,S2,2706,660,2.29,SDS_2016,0,0,0,0,0,0,2.5,10,6.25,20,60,50
26/07/2016,2,27,S2,2707,660,2.205,SDS_2016,0,0,0,0,0,0,3.125,10,25,20,80,60
26/07/2016,2,27,S2,2708,660,2.265,SDS_2016,0,0,0,0,0.625,5,1.875,10,8.125,20,30,40
26/07/2016,2,27,S2,2709,660,2.335,SDS_2016,0,0,0,0,0,0,0,0,5.625,10,30,40
26/07/2016,2,27,S2,2710,660,2.29,SDS_2016,0,0,0,0,0,0,1.875,5,30,25,65,70
26/07/2016,2,27,S2,2711,660,2.49,SDS_2016,0,0,0,0,0,0,3.125,3,5,15,5,15
26/07/2016,2,27,S2,2712,660,2.465,SDS_2016,0,0,0,0,0.625,5,0.625,10,0.625,15,5,30
26/07/2016,2,27,S2,2713,660,2.36,SDS_2016,0,0,0,0,0,0,0,0,0,0,10,25
26/07/2016,2,27,S2,2714,660,2.375,SDS_2016,0,0,0,0,0,0,0,0,0,0,15,25
26/07/2016,2,27,S2,2715,660,2.465,SDS_2016,0,0,0,0,0,0,1.25,5,5,5,35,50
26/07/2016,2,27,S2,2716,660,2.495,SDS_2016,0,0,0,0,0,0,0,0,1.875,5,12,20
26/07/2016,2,27,S2,2717,660,2.395,SDS_2016,0,0,0,0,0,0,0,0,6.875,10,60,40
26/07/2016,2,27,S2,2718,660,2.425,SDS_2016,0,0,0,0,1.25,30,3.75,50,35,50,85,70
26/07/2016,2,27,S2,2719,660,2.47,SDS_2016,0,0,0,0,4.375,3,10,15,65,35,90,75
26/07/2016,2,27,S2,2720,660,2.755,SDS_2016,0,0,0,0,2.5,5,1.25,15,70,50,89,70
26/07/2016,3,31,S4,3101,660,2.52,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,3,31,S4,3102,660,2.63,SDS_2016,0,0,0,0,0,0,0.625,5,2.5,25,10,40
26/07/2016,3,31,S4,3103,660,2.715,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,3,31,S4,3104,660,3.375,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,3,31,S4,3105,660,2.75,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,3,31,S4,3106,660,3.145,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,3,31,S4,3107,660,2.795,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,3,31,S4,3108,660,2.33,SDS_2016,0,0,0,0,0,0,0,0,0,20,5.625,30
26/07/2016,3,31,S4,3109,660,2.475,SDS_2016,0,0,0,0,0,0,1.25,10,0,0,3.125,25
26/07/2016,3,31,S4,3110,660,2.575,SDS_2016,0,0,0,0,0,0,0,0,0,5,55,40
26/07/2016,3,31,S4,3111,660,2.79,SDS_2016,0,0,0,0,0,0,0,0,0,10,15,35
26/07/2016,3,31,S4,3112,660,2.41,SDS_2016,0,0,0,0,0,0,0,0,0,3,45,40
26/07/2016,3,31,S4,3113,660,2.54,SDS_2016,0,0,0,0,0,0,0,0,0,30,1.875,33
26/07/2016,3,31,S4,3114,660,2.475,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,3,31,S4,3115,660,2.52,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,3,31,S4,3116,660,2.67,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,3,31,S4,3117,660,3.03,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,3,31,S4,3118,660,2.625,SDS_2016,0,0,0,0,0,0,3.125,5,0,20,65,60
26/07/2016,3,31,S4,3119,660,2.45,SDS_2016,0,0,0,0,0,0,0,0,10,20,68,60
26/07/2016,3,31,S4,3120,660,2.865,SDS_2016,0,0,0,0,0,0,1.25,10,6.25,20,40,65
26/07/2016,3,35,S2,3501,660,2.67,SDS_2016,0,0,0,0,7.5,15,75,50,75,80,95,90
26/07/2016,3,35,S2,3502,660,2.71,SDS_2016,0,0,0,0,3.75,5,30,30,85,75,90,85
26/07/2016,3,35,S2,3503,660,2.455,SDS_2016,0,0,0,0,3.75,5,25,30,75,60,91,85
26/07/2016,3,35,S2,3504,660,2.83,SDS_2016,0,0,0,0,1.875,2,20,25,65,70,86,85
26/07/2016,3,35,S2,3505,660,2.495,SDS_2016,0,0,0,0,1.875,2,20,40,40,50,80,80
26/07/2016,3,35,S2,3506,660,2.635,SDS_2016,0,0,0,0,1.25,2,20,30,45,50,78,75
26/07/2016,3,35,S2,3507,660,2.775,SDS_2016,0,0,0,0,3.75,5,30,20,50,45,82,75
26/07/2016,3,35,S2,3508,660,2.715,SDS_2016,0,0,0,0,3.75,4,25,35,50,60,79,90
26/07/2016,3,35,S2,3509,660,2.5,SDS_2016,0,0,0,0,0.625,1,10,15,40,20,73,65
26/07/2016,3,35,S2,3510,660,2.455,SDS_2016,0,0,0,0,0.625,3,10,20,75,65,82,80
26/07/2016,3,35,S2,3511,660,2.5,SDS_2016,0,0,0,0,1.25,3,15,10,60,30,88,70
26/07/2016,3,35,S2,3512,660,2.315,SDS_2016,0,0,0,0,0,0,5,15,30,30,80,65
26/07/2016,3,35,S2,3513,660,2.575,SDS_2016,0,0,0,0,6.25,5,40,50,85,70,95,90
26/07/2016,3,35,S2,3514,660,2.6,SDS_2016,0,0,0,0,11.25,5,40,30,90,70,96,85
26/07/2016,3,35,S2,3515,660,2.605,SDS_2016,1.875,5,3.75,10,20.625,10,90,50,95,85,98,90
26/07/2016,3,35,S2,3516,660,2.445,SDS_2016,0,0,1.25,5,8.125,7,70,50,90,80,97,70
26/07/2016,3,35,S2,3517,660,2.57,SDS_2016,0.625,1,1.25,10,8.75,5,75,40,90,75,98,91
26/07/2016,3,35,S2,3518,660,2.625,SDS_2016,0,0,0.625,1,13.75,8,70,50,90,80,97,84
26/07/2016,3,35,S2,3519,660,2.665,SDS_2016,0,0,0,0,5,4,40,20,80,70,98,86
26/07/2016,3,35,S2,3520,660,2.64,SDS_2016,0.625,2,0.625,5,13.75,10,50,40,80,80,96,80
26/07/2016,3,36,S3,3601,660,2.685,SDS_2016,0,0,0.625,2,50,15,90,60,100,90,100,100
26/07/2016,3,36,S3,3602,660,2.6,SDS_2016,0,0,0,0,20,10,75,50,90,90,100,92
26/07/2016,3,36,S3,3603,660,2.49,SDS_2016,0,0,0,0,1.25,5,3.75,30,30,30,63,70
26/07/2016,3,36,S3,3604,660,2.31,SDS_2016,0,0,0,0,0,0,0,0,1.875,30,23,75
26/07/2016,3,36,S3,3605,660,2.305,SDS_2016,0,0,0,0,0,0,0,0,0,0,7,67
26/07/2016,3,36,S3,3606,660,2.515,SDS_2016,0,0,0,0,0.625,2,0,15,50,40,87,70
26/07/2016,3,36,S3,3607,660,2.55,SDS_2016,0,0,0,0,0,0,1.25,10,6.25,40,35,45
26/07/2016,3,36,S3,3608,660,2.285,SDS_2016,0,0,0,0,0,0,0,0,1.25,10,5,32
26/07/2016,3,36,S3,3609,660,2.39,SDS_2016,0,0,0,0,0.625,5,0.625,60,0.625,5,2.5,40
26/07/2016,3,36,S3,3610,660,2.405,SDS_2016,0,0,0,0,0,0,0,0,2.5,10,23,40
26/07/2016,3,36,S3,3611,660,2.425,SDS_2016,0,0,0,0,0,0,0,0,0,0,2.5,5
26/07/2016,3,36,S3,3612,660,2.585,SDS_2016,0,0,0,0,0,0,0,0,3.125,50,3.125,10
26/07/2016,3,36,S3,3613,660,2.44,SDS_2016,0,0,0,0,0,0,0,0,0,0,1.25,10
26/07/2016,3,36,S3,3614,660,2.34,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,3,36,S3,3615,660,2.49,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,3,36,S3,3616,660,2.27,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,3,36,S3,3617,660,2.29,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,3,36,S3,3618,660,2.42,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,5
26/07/2016,3,36,S3,3619,660,2.505,SDS_2016,0,0,0,0,0,0,0.625,5,6.25,50,12.5,52
26/07/2016,3,36,S3,3620,660,2.43,SDS_2016,0,0,0,0,2.5,3,3.75,5,5,10,30,30
26/07/2016,4,43,S4,4301,660,2.17,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,4,43,S4,4302,660,2.26,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,4,43,S4,4303,660,2.22,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,4,43,S4,4304,660,2.16,SDS_2016,0,0,0,0,0,0,1.25,15,1.25,20,1.25,35
26/07/2016,4,43,S4,4305,660,2.095,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,4,43,S4,4306,660,2.415,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,4,43,S4,4307,660,2.145,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,4,43,S4,4308,660,2.2,SDS_2016,0,0,0,0,0,0,0,0,3.75,10,1.25,25
26/07/2016,4,43,S4,4309,660,2.38,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,20
26/07/2016,4,43,S4,4310,660,2.16,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,25
26/07/2016,4,43,S4,4311,660,2.525,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,4,43,S4,4312,660,2.02,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,4,43,S4,4313,660,2.195,SDS_2016,0,0,0,0,0,0,0,0,0.625,10,0.625,15
26/07/2016,4,43,S4,4314,660,2.12,SDS_2016,0,0,0,0,0,0,0,0,0.625,10,0.625,60
26/07/2016,4,43,S4,4315,660,1.985,SDS_2016,0,0,0,0,0,0,0,0,0,0,1.25,25
26/07/2016,4,43,S4,4316,660,2.005,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,30
26/07/2016,4,43,S4,4317,660,2.01,SDS_2016,0,0,0,0,0,0,0,0,2.5,15,1.25,70
26/07/2016,4,43,S4,4318,660,2.26,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,4,43,S4,4319,660,2.09,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,4,43,S4,4320,660,2.085,SDS_2016,0,0,0,0,0,0,3.125,10,5,10,28,50
26/07/2016,4,45,S2,4501,660,2.16,SDS_2016,0,0,0,0,0,0,0,0,3.125,25,30,40
26/07/2016,4,45,S2,4502,660,2.155,SDS_2016,0,0,0,0,0,0,1.25,5,6.25,15,50,68
26/07/2016,4,45,S2,4503,660,2.03,SDS_2016,0,0,0,0,0,0,0,0,8.125,5,72,60
26/07/2016,4,45,S2,4504,660,2.105,SDS_2016,0,0,0,0,1.25,5,6.25,20,6.25,20,47,72
26/07/2016,4,45,S2,4505,660,2.2,SDS_2016,0,0,0,0,0.625,2,6.25,25,50,25,75,85
26/07/2016,4,45,S2,4506,660,2.14,SDS_2016,0,0,0,0,0,0,1.875,5,12.5,10,68,65
26/07/2016,4,45,S2,4507,660,2.06,SDS_2016,0,0,0,0,1.875,5,6.25,20,40,20,88,84
26/07/2016,4,45,S2,4508,660,1.92,SDS_2016,0,0,0,0,3.125,5,6.25,15,60,35,40,85
26/07/2016,4,45,S2,4509,660,1.89,SDS_2016,0,0,0,0,0,0,0,0,20,10,23,60
26/07/2016,4,45,S2,4510,660,2.04,SDS_2016,0,0,0,0,0.625,5,6.25,10,35,20,53,60
26/07/2016,4,45,S2,4511,660,2.095,SDS_2016,0,0,0,0,2.5,3,20,5,30,20,85,80
26/07/2016,4,45,S2,4512,660,1.94,SDS_2016,0,0,0,0,15.625,9,60,40,65,60,95,90
26/07/2016,4,45,S2,4513,660,2.09,SDS_2016,0,0,0,0,2.5,4,30,20,35,35,92,85
26/07/2016,4,45,S2,4514,660,1.9,SDS_2016,0,0,0,0,1.25,4,10,50,30,20,78,65
26/07/2016,4,45,S2,4515,660,2.035,SDS_2016,0,0,0,0,1.25,5,12,20,45,25,72,70
26/07/2016,4,45,S2,4516,660,2.09,SDS_2016,0,0,0,0,0,0,3.125,5,40,20,55,50
26/07/2016,4,45,S2,4517,660,2.11,SDS_2016,0,0,0,0,1.25,4,3.125,15,25,35,45,85
26/07/2016,4,45,S2,4518,660,2.05,SDS_2016,0,0,0,0,2.5,5,25,40,45,50,64,90
26/07/2016,4,45,S2,4519,660,2.185,SDS_2016,0.625,2,0.625,10,2.5,10,15,25,65,40,75,85
26/07/2016,4,45,S2,4520,660,2.105,SDS_2016,0,0,0,0,5.625,5,10,30,25,40,65,60
26/07/2016,4,47,S3,4701,660,2.135,SDS_2016,0,0,0,0,0.625,5,0.625,20,1,30,1.25,45
26/07/2016,4,47,S3,4702,660,2.06,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,4,47,S3,4703,660,2.12,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,10
26/07/2016,4,47,S3,4704,660,1.9,SDS_2016,0,0,0,0,0,0,0,0,0.625,40,0.625,42
26/07/2016,4,47,S3,4705,660,2.065,SDS_2016,0,0,0,0,0,0,1.25,15,2.5,15,2.5,40
26/07/2016,4,47,S3,4706,660,1.975,SDS_2016,0,0,0,0,3.125,5,35,25,60,50,90,88
26/07/2016,4,47,S3,4707,660,2.035,SDS_2016,0,0,0,0,2.5,5,20,20,45,40,65,85
26/07/2016,4,47,S3,4708,660,2.095,SDS_2016,0,0,0,0,0,0,1.25,25,12.5,55,55,70
26/07/2016,4,47,S3,4709,660,1.91,SDS_2016,0,0,0,0,0,0,0,0,1.25,10,1.875,60
26/07/2016,4,47,S3,4710,660,2.31,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,4,47,S3,4711,660,2.575,SDS_2016,0,0,0,0,0,0,0,0,0.625,10,4.375,60
26/07/2016,4,47,S3,4712,660,2.095,SDS_2016,0,0,0,0,0,0,0,0,0,0,1.25,40
26/07/2016,4,47,S3,4713,660,2.105,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,4,47,S3,4714,660,1.99,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,4,47,S3,4715,660,2.135,SDS_2016,0,0,0,0,0,0,0,0,0.625,20,0.625,90
26/07/2016,4,47,S3,4716,660,2.065,SDS_2016,0,0,0,0,0,0,0,0,0.625,5,0.625,25
26/07/2016,4,47,S3,4717,660,2.245,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,4,47,S3,4718,660,2.355,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2016,4,47,S3,4719,660,2.13,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,55
26/07/2016,4,47,S3,4720,660,2.165,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
04/08/2016,1,12,S4,1201,660,2.195,SDS_2016,0,0,0,0,0,0,0,0,50,30,70,50
04/08/2016,1,12,S4,1202,660,2.115,SDS_2016,0,0,0,0,0,0,3.125,5,7.5,50,50,60
04/08/2016,1,12,S4,1203,660,2.04,SDS_2016,0,0,0,0,0,0,0,0,1.875,5,15,10
04/08/2016,1,12,S4,1204,660,2.03,SDS_2016,0,0,0,0,0,0,0,0,0,0,4,30
04/08/2016,1,12,S4,1205,660,2.21,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
04/08/2016,1,12,S4,1206,660,2.125,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
04/08/2016,1,12,S4,1207,660,2.025,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
04/08/2016,1,12,S4,1208,660,2.28,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
04/08/2016,1,12,S4,1209,660,2.135,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
04/08/2016,1,12,S4,1210,660,2.06,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
04/08/2016,1,12,S4,1211,660,2.035,SDS_2016,0,0,0,0,0,0,0,0,3.125,20,5.625,30
04/08/2016,1,12,S4,1212,660,2.245,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
04/08/2016,1,12,S4,1213,660,2.135,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
04/08/2016,1,12,S4,1214,660,2.06,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
04/08/2016,1,12,S4,1215,660,2.025,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
04/08/2016,1,12,S4,1216,660,1.855,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
04/08/2016,1,12,S4,1217,660,1.985,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,5
04/08/2016,1,12,S4,1218,660,2.025,SDS_2016,0,0,0,0,0,0,0,0,10,40,20,45
04/08/2016,1,12,S4,1219,660,2.04,SDS_2016,0,0,0,0,0,0,0,0,90,95,0.625,20
04/08/2016,1,12,S4,1220,660,2.04,SDS_2016,0,0,0,0,1.25,15,5.625,20,20,40,65,60
04/08/2016,1,15,S3,1501,660,2.03,SDS_2016,0,0,0,0,14.375,15,80,40,15,40,95,85
04/08/2016,1,15,S3,1502,660,2.075,SDS_2016,0,0,0,0,1.875,10,25,30,15,40,65,50
04/08/2016,1,15,S3,1503,660,1.975,SDS_2016,0,0,0,0,0.625,10,20,25,70,50,80,65
04/08/2016,1,15,S3,1504,660,1.95,SDS_2016,0,0,0,0,0.625,5,15,20,15,25,65,70
04/08/2016,1,15,S3,1505,660,1.935,SDS_2016,0,0,0,0,3.75,10,50,35,1.875,20,80,75
04/08/2016,1,15,S3,1506,660,2.005,SDS_2016,0,0,0,0,0,0,0,0,0.625,15,55,45
04/08/2016,1,15,S3,1507,660,2.13,SDS_2016,0,0,0,0,0,0,0,0,6.25,30,30,40
04/08/2016,1,15,S3,1508,660,2.035,SDS_2016,0,0,0,0,0,0,0,0,2.5,25,1.25,30
04/08/2016,1,15,S3,1509,660,2.03,SDS_2016,0,0,0,0,0.625,5,3.125,30,0,0,35,60
04/08/2016,1,15,S3,1510,660,2.115,SDS_2016,0,0,0,0,0,0,0.625,25,8.125,25,45,40
04/08/2016,1,15,S3,1511,660,2.255,SDS_2016,0,0,0,0,0,0,0,0,9.375,25,35,35
04/08/2016,1,15,S3,1512,660,2.395,SDS_2016,0,0,0,0,0,0,3.75,20,6.875,35,45,60
04/08/2016,1,15,S3,1513,660,2.455,SDS_2016,0,0,0,0,0,0,0,0,0,0,40,50
04/08/2016,1,15,S3,1514,660,2.33,SDS_2016,0,0,0,0,0,0,0,0,0,0,6.25,30
04/08/2016,1,15,S3,1515,660,2.09,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
04/08/2016,1,15,S3,1516,660,2.15,SDS_2016,0,0,0,0,0,0,0,0,7,20,40,44
04/08/2016,1,15,S3,1517,660,2,SDS_2016,0,0,0,0,17.5,10,45,60,65,70,95,85
04/08/2016,1,15,S3,1518,660,2.1,SDS_2016,0.625,5,0.625,5,17.5,10,70,50,70,70,95,90
04/08/2016,1,15,S3,1519,660,2.015,SDS_2016,0,0,0,0,0,0,3.75,10,10,50,40,60
04/08/2016,1,15,S3,1520,660,2.12,SDS_2016,0,0,0,0,0,0,0,0,6.25,20,55,60
04/08/2016,1,19,S2,1901,660,2.505,SDS_2016,0.625,1,1.25,5,75,20,100,60,95,75,100,95
04/08/2016,1,19,S2,1902,660,2.57,SDS_2016,0.625,1,1.25,5,60,20,80,50,80,80,95,90
04/08/2016,1,19,S2,1903,660,2.475,SDS_2016,0,0,0,0,50,15,90,70,80,80,96,90
04/08/2016,1,19,S2,1904,660,3.235,SDS_2016,0,0,0,0,40,5,70,60,85,75,90,90
04/08/2016,1,19,S2,1905,660,4.01,SDS_2016,0,0,0,0,8.75,5,40,30,60,65,90,80
04/08/2016,1,19,S2,1906,660,2.9,SDS_2016,0,0,0,0,18.125,10,80,50,80,70,95,85
04/08/2016,1,19,S2,1907,660,2.6,SDS_2016,0,0,0,0,13.75,5,80,50,95,70,93,90
04/08/2016,1,19,S2,1908,660,2.535,SDS_2016,0,0,0,0,15,10,85,60,90,80,95,90
04/08/2016,1,19,S2,1909,660,2.785,SDS_2016,0.625,1,4.375,20,10.625,5,80,35,80,70,96,90
04/08/2016,1,19,S2,1910,660,2.38,SDS_2016,0,0,0,0,5,5,70,30,80,50,92,85
04/08/2016,1,19,S2,1911,660,2.535,SDS_2016,0,0,0,0,17.5,5,75,35,80,50,90,85
04/08/2016,1,19,S2,1912,660,2.54,SDS_2016,0.625,1,0.625,15,6.25,5,50,25,55,50,80,80
04/08/2016,1,19,S2,1913,660,2.52,SDS_2016,0,0,0,0,3.125,5,20,15,30,25,70,75
04/08/2016,1,19,S2,1914,660,2.505,SDS_2016,0,0,0,0,3.125,5,30,10,40,20,81,75
04/08/2016,1,19,S2,1915,660,2.395,SDS_2016,0,0,0,0,1.25,5,20,15,30,25,70,70
04/08/2016,1,19,S2,1916,660,2.37,SDS_2016,0,0,0,0,1.875,5,20,15,40,30,92,85
04/08/2016,1,19,S2,1917,660,2.305,SDS_2016,0.625,2,1.875,15,21.25,10,85,40,95,75,97,90
04/08/2016,1,19,S2,1918,660,2.38,SDS_2016,1.25,5,11.875,15,70,20,90,60,95,85,99,95
04/08/2016,1,19,S2,1919,660,2.37,SDS_2016,1.25,5,2.5,10,50,10,80,40,90,80,98,90
04/08/2016,1,19,S2,1920,660,2.645,SDS_2016,0,0,0,0,5,5,30,15,50,40,85,75
04/08/2016,2,21,S4,2101,660,2.195,SDS_2016,0,0,0,0,0,0,1.875,15,1.875,30,9.375,50
04/08/2016,2,21,S4,2102,660,2.385,SDS_2016,0,0,0,0,0,0,1.875,20,4.375,25,35,50
04/08/2016,2,21,S4,2103,660,2.17,SDS_2016,0,0,0,0,0,0,0,0,3.125,20,30,45
04/08/2016,2,21,S4,2104,660,2.845,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,10
04/08/2016,2,21,S4,2105,660,3.15,SDS_2016,0,0,0,0,0,0,0,0,0.625,5,1.875,10
04/08/2016,2,21,S4,2106,660,3.28,SDS_2016,0,0,0,0,0,0,0,0,1.25,30,5.625,40
04/08/2016,2,21,S4,2107,660,2.425,SDS_2016,0,0,0,0,0,0,1.25,20,5,30,5,35
04/08/2016,2,21,S4,2108,660,2.695,SDS_2016,0,0,0,0,0,0,0,0,0,0,3.125,30
04/08/2016,2,21,S4,2109,660,2.645,SDS_2016,0,0,0,0,0,0,0,0,2.5,30,25,45
04/08/2016,2,21,S4,2110,660,3.285,SDS_2016,0,0,0,0,0,0,0,0,3.125,50,35,55
